px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.42767	-8.95211	-3.30811	2.08182	0.11759	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	27.1295
9.4829	-9.11956	-3.34005	2.0519	0.0641268	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	2.23278e-314
9.50912	-9.23624	-2.96769	1.99892	-0.0703813	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	5.38984
9.56338	-9.36853	-2.96168	1.99141	-0.0761733	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	2.23278e-314
9.59004	-9.48723	-2.77356	1.95149	-0.158605	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.64949
9.60837	-9.63666	-2.79683	1.90485	-0.216553	9.54779	-9.64959	9.55	-9.65	0	-3.0002	2.23278e-314
9.67506	-9.78194	-2.93839	1.92231	-0.148221	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.974316
9.69926	-9.93298	-2.95395	1.88642	-0.190602	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	2.23278e-314
9.70212	-10.0661	-2.70502	1.81634	-0.328039	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	2.9198
9.74522	-10.1896	-2.67048	1.81583	-0.301959	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	2.23278e-314
9.78638	-10.3267	-2.708	1.80963	-0.283958	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.512081
9.7963	-10.469	-2.72606	1.77235	-0.317994	9.75524	-10.4732	9.75	-10.45	0	-3.00063	2.23278e-314
9.8405	-10.6201	-2.84175	1.78701	-0.239507	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	1.093
9.86757	-10.7692	-2.83583	1.77107	-0.243478	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	2.23278e-314
9.86852	-10.9074	-2.66716	1.71271	-0.350018	9.88465	-10.9383	9.85	-10.9	0	-2.73074	1.35622
9.87198	-11.0547	-2.67315	1.67873	-0.371549	9.83614	-11.041	9.85	-11.05	0	-2.73073	2.23278e-314
9.89118	-11.1902	-2.72117	1.67417	-0.336444	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.169529
9.88236	-11.3379	-2.74963	1.63384	-0.370663	9.84568	-11.3496	9.85	-11.35	0	-2.99961	2.23278e-314
9.89596	-11.4817	-2.79666	1.62746	-0.339965	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.157476
9.87902	-11.6311	-2.82283	1.58641	-0.374709	9.83206	-11.6307	9.85	-11.65	0	-2.99843	2.23278e-314
9.79716	-11.7439	-2.47738	1.4152	-0.734626	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	10.286
9.76934	-11.8625	-2.47516	1.37379	-0.74124	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	2.23278e-314
9.76154	-11.9863	-2.53237	1.3783	-0.643181	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.622449
9.70603	-12.1274	-2.58727	1.31721	-0.682926	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	2.23278e-314
9.64185	-12.2473	-2.51474	1.21786	-0.836293	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	1.6442
9.5829	-12.3644	-2.52728	1.16463	-0.85173	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	2.23278e-314
9.46867	-12.4607	-2.4429	0.997695	-1.13458	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	3.88827
9.38872	-12.5618	-2.4573	0.93188	-1.14633	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	2.23278e-314
9.33651	-12.6731	-2.45185	0.93257	-1.00157	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.843303
9.24514	-12.7772	-2.46073	0.870936	-1.00976	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	2.23278e-314
9.08196	-12.8384	-2.44407	0.631332	-1.46261	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	9.79986
8.93501	-12.9285	-2.56088	0.534089	-1.48666	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	2.23278e-314
8.81484	-12.9943	-2.54748	0.462871	-1.4575	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	0.137324
8.68129	-13.0515	-2.55978	0.379512	-1.4604	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	2.23278e-314
8.55239	-13.0944	-2.59052	0.292208	-1.49748	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	0.129315
8.4051	-13.1389	-2.65242	0.217304	-1.4893	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	2.23278e-314
8.23477	-13.1499	-2.761	0.0828603	-1.62476	8.22926	-13.1698	8.2	-13.15	-2.72741	0	1.05355
8.06987	-13.1591	-2.79429	-0.00667622	-1.62036	8.03583	-13.1513	8.05	-13.15	-2.72742	0	2.23278e-314
7.93242	-13.1589	-2.6936	-0.0669594	-1.53547	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.801731
7.77778	-13.1502	-2.71607	-0.145686	-1.52482	7.76538	-13.1647	7.75	-13.15	-2.72986	0	2.23278e-314
7.71396	-13.1902	-2.25012	-0.0917275	-1.1692	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	11.6408
7.54935	-13.2081	-2.37948	-0.115942	-1.1053	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	2.23278e-314
7.41224	-13.1873	-2.39	-0.175408	-1.09686	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.450879
7.23785	-13.1905	-2.49891	-0.199139	-1.03617	7.16011	-13.2382	7.15	-13.25	-2.72844	0	2.23278e-314
7.08842	-13.1181	-2.71775	-0.32773	-1.2259	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.61189
6.9181	-13.0993	-2.81443	-0.350863	-1.16556	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	2.23278e-314
6.77815	-13.0602	-2.7667	-0.392286	-1.11753	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.451557
6.60525	-13.023	-2.83622	-0.419327	-1.06461	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	2.23278e-314
6.48423	-13.022	-2.49303	-0.378061	-0.815368	6.40137	-13.0799	6.4	-13.05	-2.72678	0	6.16867
6.31652	-12.9986	-2.57077	-0.379569	-0.750313	6.26174	-13.0534	6.25	-13.05	-2.72678	0	2.23278e-314
6.18244	-12.9525	-2.56094	-0.408376	-0.725305	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.081767
6.00997	-12.9186	-2.64513	-0.407075	-0.664012	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	2.23278e-314
5.87596	-12.7866	-3.02273	-0.572535	-0.989313	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	9.08818
5.71277	-12.7195	-3.09388	-0.588558	-0.939005	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	2.23278e-314
5.59152	-12.6782	-2.73469	-0.56136	-0.733513	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	6.00613
5.45077	-12.6117	-2.75574	-0.58172	-0.704455	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	2.23278e-314
5.31586	-12.4936	-2.95528	-0.664532	-0.816129	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.73185
5.16089	-12.4143	-2.99414	-0.674738	-0.764722	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	2.23278e-314
5.03894	-12.3304	-2.8867	-0.693277	-0.707869	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.479262
4.92133	-12.2321	-2.88013	-0.731061	-0.706858	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	2.23278e-314
4.81139	-12.1208	-2.94011	-0.777566	-0.731429	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.381819
4.72325	-12.023	-2.91091	-0.82094	-0.743791	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	2.23278e-314
4.61845	-11.8959	-2.96856	-0.873706	-0.771179	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.195402
4.56785	-11.7533	-2.90841	-0.966679	-0.850447	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	2.23278e-314
4.52253	-11.6554	-2.53924	-1.01752	-0.833771	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	3.74322
4.48642	-11.5353	-2.49699	-1.09348	-0.882389	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	2.23278e-314
4.34303	-11.3441	-3.34457	-1.09894	-0.838356	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	21.1108
4.33808	-11.1717	-3.31099	-1.21492	-0.954993	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	2.23278e-314
4.37622	-11.0521	-2.66744	-1.35311	-1.10577	4.43713	-11.024	4.45	-11.05	0	1.81614	12.4923
4.38659	-10.9049	-2.65025	-1.45218	-1.16659	4.45136	-10.93	4.45	-10.95	0	1.81612	2.23278e-314
4.36664	-10.7562	-2.71753	-1.50366	-1.13897	4.44745	-10.786	4.45	-10.8	0	2.72555	0.234851
4.39391	-10.6083	-2.71133	-1.59863	-1.18925	4.45788	-10.6457	4.45	-10.65	0	2.72554	2.23278e-314
4.39479	-10.4617	-2.75409	-1.64707	-1.15386	4.46329	-10.5756	4.45	-10.5	0	2.729	0.317449
4.42001	-10.3158	-2.75034	-1.71829	-1.16605	4.44057	-10.3382	4.45	-10.35	0	2.72898	2.23278e-314
4.44692	-10.1687	-2.76825	-1.77743	-1.15259	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.132683
4.50483	-10.0217	-2.78262	-1.86211	-1.18395	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	2.23278e-314
4.53229	-9.87309	-2.84672	-1.88206	-1.08195	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.746812
4.6013	-9.72775	-2.86068	-1.95664	-1.10345	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	2.23278e-314
4.61417	-9.56018	-2.96941	-1.9204	-0.885572	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.17887
4.69411	-9.4148	-2.98165	-1.98673	-0.90998	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	2.23278e-314
4.78004	-9.27584	-2.96888	-2.05879	-0.954356	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.368752
4.88945	-9.12862	-3.02086	-2.13345	-0.98396	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	2.23278e-314
4.97874	-9.00395	-3.02022	-2.19374	-1.01203	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.0588353
5.05617	-8.90088	-2.9679	-2.23827	-1.00582	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	2.23278e-314
5.12682	-8.77031	-2.95543	-2.22785	-0.838402	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.3485
5.24176	-8.63954	-2.98643	-2.28027	-0.84511	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	2.23278e-314
5.34937	-8.53329	-2.98784	-2.33668	-0.879438	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.0693478
5.45347	-8.42879	-2.98403	-2.37974	-0.878461	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	2.23278e-314
5.54131	-8.31554	-2.93081	-2.37051	-0.725883	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	1.19974
5.62199	-8.22476	-2.82855	-2.40001	-0.718611	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	2.23278e-314
5.70248	-8.0999	-2.80052	-2.36445	-0.52157	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	1.81021
5.82739	-7.98145	-2.84781	-2.39374	-0.520032	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	2.23278e-314
5.93091	-7.8654	-2.84431	-2.38944	-0.431639	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.337116
6.05218	-7.75286	-2.86828	-2.41227	-0.429583	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	2.23278e-314
6.15139	-7.63744	-2.84694	-2.39335	-0.315482	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.546832
6.26299	-7.536	-2.83324	-2.41098	-0.316295	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	2.23278e-314
6.37266	-7.43046	-2.823	-2.41249	-0.271579	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.106031
6.47556	-7.34106	-2.77613	-2.42848	-0.274439	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	2.23278e-314
6.6046	-7.26084	-2.82177	-2.50196	-0.446901	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	1.93091
6.73093	-7.16647	-2.86512	-2.52306	-0.443615	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	2.23278e-314
6.78853	-7.04264	-2.69481	-2.41341	-0.0882134	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	6.12484
6.88984	-6.94824	-2.67058	-2.41725	-0.0884635	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	2.23278e-314
7.02849	-6.87836	-2.69953	-2.49772	-0.288974	7.08741	-6.92602	7	-6.85	2.72856	1.81904	1.95319
7.15334	-6.77877	-2.72963	-2.50907	-0.282	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	2.23278e-314
7.23747	-6.66979	-2.6302	-2.43959	-0.0508113	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	2.58644
7.3507	-6.5714	-2.64512	-2.44036	-0.047461	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	2.23278e-314
7.51576	-6.53804	-2.75933	-2.61066	-0.49638	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	9.66236
7.64076	-6.46619	-2.77601	-2.6353	-0.495262	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	2.23278e-314
7.75339	-6.38831	-2.70482	-2.63285	-0.418722	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.433128
7.8724	-6.33165	-2.66186	-2.66294	-0.431483	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	2.23278e-314
7.99169	-6.26146	-2.61336	-2.6651	-0.371265	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.26033
8.12784	-6.17995	-2.65334	-2.67513	-0.353881	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	2.23278e-314
8.20476	-6.09005	-2.48394	-2.59917	-0.107276	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	3.69684
8.32288	-6.00031	-2.54354	-2.58726	-0.079271	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	2.23278e-314
8.47866	-5.95339	-2.68355	-2.68329	-0.321675	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	3.46437
8.62371	-5.8768	-2.72608	-2.69433	-0.309957	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	2.23278e-314
8.71032	-5.77891	-2.50038	-2.60435	-0.030962	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	4.77599
8.8391	-5.68507	-2.55436	-2.58973	-0.00557588	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	2.23278e-314
8.93215	-5.59671	-2.48742	-2.5339	0.13901	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	1.24158
9.04276	-5.50117	-2.53998	-2.51015	0.163779	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	2.23278e-314
9.18994	-5.45306	-2.6783	-2.61786	-0.14212	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	5.58234
9.32663	-5.36028	-2.72562	-2.61322	-0.124011	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	2.23278e-314
9.40598	-5.25482	-2.51936	-2.51738	0.138027	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	4.05613
9.52791	-5.15648	-2.56413	-2.49961	0.15367	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	2.23278e-314
9.62563	-5.05993	-2.50011	-2.44607	0.275363	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	1.10122
9.73843	-4.95528	-2.54119	-2.42172	0.28899	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	2.23278e-314
9.83262	-4.84895	-2.51041	-2.36793	0.386494	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.544153
9.93549	-4.74659	-2.52854	-2.34551	0.388442	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	2.23278e-314
10.0179	-4.62658	-2.51331	-2.2809	0.490886	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.491755
10.1178	-4.49414	-2.58209	-2.24082	0.508689	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	2.23278e-314
10.2076	-4.37447	-2.60678	-2.21476	0.496657	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.136976
10.3121	-4.2209	-2.71276	-2.17391	0.513925	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	2.23278e-314
10.4474	-4.13131	-2.77357	-2.26752	0.210792	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	3.88995
10.5478	-3.99015	-2.82709	-2.2446	0.224858	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	2.23278e-314
10.6515	-3.86772	-2.84855	-2.24227	0.199599	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0699001
10.7499	-3.74569	-2.84991	-2.23308	0.19749	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	2.23278e-314
