px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.07229	0.646898	5.13174	0.012545	-0.023766	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	4.31785
6.32334	0.761029	5.13528	0.0964287	0.146203	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	2.15412e-314
6.57254	0.796758	5.09109	0.111704	0.161933	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.142695
6.82004	0.784429	5.0784	0.0888534	0.100595	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	2.15412e-314
7.0622	0.76343	4.91804	0.0606473	0.0331985	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	2.23843
7.27476	0.851638	4.87359	0.119538	0.145443	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	2.15412e-314
7.57446	0.862145	5.16477	0.106857	0.104443	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	5.47643
7.83009	0.822596	5.1536	0.0611175	0.00480596	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	2.15412e-314
8.07836	0.836563	5.01172	0.058723	-0.00396429	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	2.14884
8.3146	0.848648	4.98999	0.0574987	-0.0060065	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	2.15412e-314
8.58564	0.963415	5.24125	0.134176	0.148063	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	6.29471
8.8264	1.02299	5.21413	0.160682	0.185107	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	2.15412e-314
9.11814	1.06677	5.28323	0.167401	0.179071	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	6.81126
9.35922	1.08859	5.24743	0.161138	0.150544	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	2.15412e-314
9.63813	1.17971	5.32216	0.201471	0.212452	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	4.03491
9.91393	1.3222	5.37884	0.273462	0.328169	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	2.15412e-314
10.1542	1.44651	5.21392	0.335797	0.431248	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	4.06193
10.3766	1.50795	5.16448	0.341706	0.403079	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	2.15412e-314
10.6013	1.61684	5.00149	0.388334	0.471656	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	2.48605
10.8264	1.60491	4.91776	0.337411	0.334059	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	2.15412e-314
11.0978	1.6526	5.06207	0.31626	0.25118	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	2.87264
11.3842	1.66868	5.09077	0.275959	0.15232	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	2.15412e-314
11.6151	1.71863	5.00987	0.272849	0.135133	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.677838
11.8439	1.7723	4.9827	0.271157	0.119188	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	2.15412e-314
12.1019	1.87071	5.15057	0.292408	0.139883	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	1.48172
12.351	1.87338	5.11157	0.247666	0.0434436	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	2.15412e-314
12.6108	1.92406	5.21084	0.236864	0.0141447	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.639787
12.8071	2.08697	5.1782	0.318039	0.162692	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	2.15412e-314
13.0763	2.20458	5.35573	0.341333	0.178769	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	2.64072
13.2796	2.36093	5.32307	0.403822	0.277469	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	2.15412e-314
13.4445	2.54904	5.07918	0.503604	0.466406	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	10.0852
13.6969	2.64023	5.10166	0.497502	0.411897	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	2.15412e-314
13.9145	2.76295	5.09351	0.51854	0.413064	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0901036
14.1431	2.90866	5.12672	0.548102	0.428535	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	2.15412e-314
14.3984	3.01684	5.28417	0.526578	0.319182	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	1.64534
14.6125	3.05369	5.15405	0.483976	0.214872	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	2.15412e-314
14.8415	3.22637	5.29152	0.521601	0.251785	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	3.2679
15.0499	3.42906	5.34387	0.583034	0.340709	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	2.15412e-314
15.2528	3.62088	5.28848	0.642522	0.440556	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	2.28176
15.4687	3.79771	5.31938	0.672367	0.454292	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	2.15412e-314
15.6798	3.93288	5.28553	0.67358	0.414998	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	1.2895
15.9086	4.04848	5.24661	0.657221	0.349415	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	2.15412e-314
16.1001	4.21573	5.13366	0.695469	0.416375	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	1.40694
16.2955	4.40623	5.17074	0.729649	0.440045	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	2.15412e-314
16.5081	4.56956	5.22269	0.731531	0.389878	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.805104
16.6877	4.72283	5.17399	0.742268	0.374484	16.6039	4.67344	16.613	4.5849	3.74	3.28438	2.15412e-314
16.8334	4.92206	4.98393	0.815576	0.53279	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	2.91753
16.9898	5.15066	5.04403	0.870421	0.582375	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	2.15412e-314
17.1643	5.31098	5.02009	0.871709	0.525505	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	1.75188
17.322	5.47919	4.97582	0.884956	0.503433	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	2.15412e-314
17.4826	5.63508	4.90407	0.890349	0.473827	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	2.90659
17.6815	5.73065	4.77744	0.847947	0.36124	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	2.15412e-314
17.8279	5.91755	4.72751	0.881687	0.408455	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.505879
17.9982	6.11469	4.77356	0.899612	0.404477	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	2.15412e-314
18.1516	6.31935	4.84121	0.919044	0.390374	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.936124
18.2649	6.58054	4.93644	0.984688	0.470185	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	2.15412e-314
18.3973	6.79628	4.9493	1.01382	0.481917	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.213929
18.5529	6.90758	4.7822	0.979837	0.384741	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	2.15412e-314
18.7081	7.10821	4.87007	0.974725	0.311978	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.752197
18.9171	7.22903	4.77195	0.920917	0.195499	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	2.15412e-314
19.0064	7.41699	4.59702	0.974583	0.319758	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	3.87981
19.0802	7.72335	4.77223	1.06757	0.452916	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	2.15412e-314
19.2076	7.92032	4.79031	1.06854	0.396967	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.326163
19.2806	8.1498	4.80083	1.11423	0.439342	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	2.15412e-314
19.3842	8.35402	4.82612	1.11707	0.376566	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	2.15485
19.4853	8.48637	4.65224	1.10278	0.32253	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	2.15412e-314
19.5801	8.68485	4.59447	1.12676	0.354072	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.442752
19.7465	8.85635	4.55845	1.09677	0.276201	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	2.15412e-314
19.8216	9.07151	4.50253	1.14353	0.365943	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	1.05585
19.9451	9.31749	4.60204	1.16134	0.366379	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	2.15412e-314
19.9882	9.53961	4.51811	1.23063	0.504099	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	2.02113
20.0638	9.7988	4.61464	1.27057	0.528667	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	2.15412e-314
20.1267	10.0539	4.74404	1.28915	0.469619	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	7.65108
20.1628	10.351	4.88472	1.34802	0.52503	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	2.15412e-314
20.172	10.5984	4.85856	1.41424	0.625434	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	2.11953
20.2239	10.8794	4.95144	1.44697	0.626364	20.371	11.0109	20.1663	10.864	0.722256	4.7934	2.15412e-314
20.2507	11.1491	5.04302	1.46468	0.558102	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	4.92878
20.2888	11.3776	4.99273	1.48043	0.540939	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	2.15412e-314
20.2232	11.6398	4.95114	1.59102	0.767774	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	8.29378
20.3011	11.86	4.8732	1.58208	0.697761	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	2.15412e-314
20.3351	12.0938	4.91943	1.5446	0.457002	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	4.6844
20.3182	12.3918	5.04606	1.58367	0.479166	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	2.15412e-314
20.2625	12.6333	4.97689	1.66405	0.654077	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	2.53448
20.2965	12.8547	4.89437	1.66486	0.607218	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	2.15412e-314
20.2894	13.081	4.85116	1.68158	0.5801	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	2.19484
20.2599	13.2802	4.75646	1.70693	0.575179	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	2.15412e-314
20.224	13.5141	4.77529	1.7213	0.515429	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	1.33859
20.2031	13.7775	4.83001	1.73971	0.504362	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	2.15412e-314
20.149	14.0008	4.78817	1.78151	0.561245	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.785469
20.0902	14.2625	4.85676	1.81265	0.565733	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	2.15412e-314
20.0186	14.4917	4.85703	1.84095	0.553196	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	1.32572
19.9027	14.7576	4.96806	1.8904	0.58409	19.781	14.773	19.934	14.6897	-1.30687	4.62805	2.15412e-314
19.8399	14.9719	4.9228	1.89213	0.492223	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	3.33051
19.8244	15.1757	4.80414	1.88891	0.454685	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	2.15412e-314
19.693	15.3775	4.71563	2.00807	0.791005	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	7.00921
19.6757	15.5428	4.52967	2.01201	0.741016	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	2.15412e-314
19.5968	15.7356	4.49386	2.02203	0.652715	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.51752
19.4821	15.9591	4.55852	2.05792	0.656201	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	2.15412e-314
19.3897	16.162	4.56048	2.05074	0.512921	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	1.98593
19.2803	16.3415	4.51703	2.07995	0.518816	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	2.15412e-314
19.1686	16.5305	4.49992	2.11137	0.540169	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.224462
19.0252	16.7595	4.60999	2.14271	0.545042	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	2.15412e-314
18.8657	16.9513	4.63798	2.2336	0.771024	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	5.96323
18.6647	17.2114	4.87411	2.27876	0.776749	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	2.15412e-314
18.5756	17.4131	4.78426	2.21023	0.421898	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	6.25087
18.3501	17.6241	4.93856	2.25575	0.448999	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	2.15412e-314
18.2076	17.8193	4.93197	2.24644	0.334919	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	1.18616
18.09	18.0032	4.86237	2.25167	0.321072	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	2.15412e-314
17.9146	18.1483	4.79988	2.32285	0.506801	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	3.12387
17.8014	18.2776	4.63618	2.34038	0.496349	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	2.15412e-314
17.675	18.4509	4.59266	2.34629	0.459034	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	6.27676
17.4674	18.6501	4.73354	2.37438	0.464892	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	2.15412e-314
17.2895	18.7851	4.69658	2.42479	0.55355	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	1.95633
17.1343	18.9168	4.62159	2.4506	0.551922	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	2.15412e-314
16.9681	19.0869	4.63871	2.45878	0.503672	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	2.95467
16.7451	19.2079	4.67267	2.50325	0.529697	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.15412e-314
16.5516	19.3639	4.7171	2.53217	0.553687	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	3.252
16.3088	19.5392	4.87373	2.55821	0.547264	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	2.15412e-314
16.0891	19.6182	4.82655	2.62139	0.636568	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	9.97087
15.8774	19.7633	4.87096	2.6434	0.622236	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	2.15412e-314
15.6937	19.8878	4.789	2.62508	0.445257	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	3.33206
15.4508	20.0532	4.92621	2.63604	0.425447	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	2.15412e-314
15.2265	20.2029	4.98839	2.64523	0.403814	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	5.35056
15.0519	20.3282	4.90991	2.65348	0.389604	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	2.15412e-314
14.8197	20.4079	4.90487	2.70554	0.484463	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.41973
14.6074	20.5253	4.904	2.72166	0.473741	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	2.15412e-314
14.3642	20.6155	4.95087	2.76972	0.560868	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.17731
14.119	20.6848	4.95828	2.80661	0.57264	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	2.15412e-314
13.8793	20.7591	4.97465	2.84594	0.612162	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.135526
13.5976	20.8216	5.05949	2.88443	0.620105	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	2.15412e-314
13.3505	20.8534	5.06295	2.9485	0.728223	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	1.41944
13.1101	20.8817	5.02852	2.99089	0.737921	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	2.15412e-314
12.8824	20.9432	4.97378	2.99722	0.645815	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	2.27837
12.7029	20.9707	4.82293	3.0293	0.654108	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	2.15412e-314
12.4478	21.0156	4.86598	3.0476	0.616666	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.62907
12.1983	21.0519	4.89507	3.07072	0.603947	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	2.15412e-314
11.9651	21.0705	4.87758	3.10059	0.609323	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.904904
11.7298	21.034	4.83124	3.15138	0.640698	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	2.15412e-314
11.4886	21.0191	4.814	3.1828	0.626014	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.03402
11.2803	21.0084	4.74385	3.21498	0.6308	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	2.15412e-314
11.0299	20.9685	4.7609	3.25207	0.630046	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.06412
10.8277	20.9269	4.68019	3.29303	0.64828	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	2.15412e-314
10.5761	20.9306	4.64831	3.27076	0.478494	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	5.5121
10.2617	20.9821	4.86247	3.24051	0.384989	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	2.15412e-314
10.0225	20.9602	4.87716	3.26687	0.418942	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.0657
9.85	20.9181	4.71832	3.30216	0.444979	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	2.15412e-314
9.61394	20.9099	4.67681	3.2866	0.330694	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	1.02008
9.43718	20.8603	4.55128	3.31867	0.357378	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	2.15412e-314
9.22513	20.8105	4.56835	3.35928	0.436769	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	1.73887
8.89199	20.8	4.8259	3.34157	0.370135	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	2.15412e-314
8.68745	20.7127	4.78426	3.39873	0.466704	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.74196
8.38826	20.6373	4.94235	3.41492	0.450893	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	2.15412e-314
8.15561	20.5568	4.95707	3.4526	0.496653	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.168546
7.91077	20.4762	4.98044	3.47648	0.494281	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	2.15412e-314
7.69529	20.389	4.98922	3.52313	0.572854	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.35716
7.35133	20.3376	5.23792	3.50304	0.489266	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	2.15412e-314
7.10533	20.2464	5.22053	3.51722	0.45236	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.263977
6.84259	20.1601	5.26566	3.5292	0.434852	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	2.15412e-314
6.60686	20.0722	5.22735	3.53982	0.400369	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.563799
6.37195	19.9761	5.21515	3.55819	0.398444	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	2.15412e-314
6.15165	19.8832	5.18113	3.57905	0.408585	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	3.02221
5.89196	19.7875	5.23406	3.58541	0.385784	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	2.15412e-314
5.65199	19.6418	5.3191	3.63672	0.487737	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	1.60042
5.52005	19.5051	5.10318	3.69452	0.545887	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	2.15412e-314
5.32647	19.3548	5.06038	3.73397	0.564533	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.79036
5.12274	19.2496	5.03077	3.74795	0.54374	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	2.15412e-314
4.94765	19.1371	4.87047	3.75444	0.467618	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.77685
4.80732	18.9835	4.76252	3.80478	0.51676	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	2.15412e-314
4.60009	18.832	4.85839	3.83295	0.543406	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.56979
4.42587	18.7005	4.81885	3.8544	0.53602	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	2.15412e-314
4.25916	18.5574	4.70609	3.86601	0.476831	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.15872
4.152	18.403	4.57785	3.91982	0.532947	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	2.15412e-314
3.97086	18.2267	4.81208	3.97192	0.646044	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	6.86816
3.65779	18.0918	5.04202	3.90899	0.47452	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.15412e-314
3.49615	17.9454	4.87959	3.908	0.384937	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.43521
3.2416	17.7834	5.01661	3.88387	0.308744	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	2.15412e-314
3.06043	17.5957	5.13083	3.93091	0.416394	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.32751
2.88562	17.4789	5.05727	3.93001	0.385332	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	2.15412e-314
2.75052	17.2584	5.13395	4.00707	0.53629	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	2.50168
2.57179	17.0676	5.15482	4.02462	0.520881	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	2.15412e-314
2.40713	16.9064	4.95344	4.00886	0.384772	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	2.41957
2.24534	16.7366	4.93756	4.01997	0.372197	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	2.15412e-314
2.05863	16.5417	4.93074	4.01174	0.295755	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	4.52179
1.90732	16.3123	4.96766	4.04322	0.322137	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.15412e-314
1.7467	16.1373	4.90441	4.03835	0.263532	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	0.47893
1.5262	15.9752	4.98259	4.00496	0.183309	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	2.15412e-314
1.41016	15.7367	5.10355	4.08586	0.37615	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.66669
1.2323	15.5157	5.17132	4.09274	0.354406	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	2.15412e-314
1.0638	15.3244	5.1439	4.08702	0.299417	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.859558
0.835115	15.1039	5.28766	4.06193	0.228059	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	2.15412e-314
0.679861	14.9257	5.17174	4.05041	0.154317	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.20918
0.614126	14.7144	5.02904	4.10947	0.241635	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	2.15412e-314
0.505217	14.4688	5.13766	4.17042	0.372963	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	2.09544
0.323489	14.2433	5.22564	4.1624	0.325763	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	2.15412e-314
0.191896	13.9872	5.40204	4.21285	0.440451	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	1.95819
0.23692	13.7352	5.16454	4.33543	0.618732	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	2.15412e-314
0.136689	13.4928	5.2247	4.36546	0.62728	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	0.413573
-0.055372	13.2555	5.34107	4.32942	0.50191	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	2.15412e-314
-0.177759	13.0419	5.17965	4.31418	0.388692	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	1.65788
-0.133483	12.8214	4.99031	4.41977	0.55021	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	2.15412e-314
-0.247646	12.599	4.87392	4.40405	0.443356	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.33754
-0.388891	12.3676	4.94049	4.37997	0.357157	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	2.15412e-314
